title,link,cited_number,cited_papers_link,related_papers_link,snippet,versions_number,all_versions_link,paper_id
Comparison of the mutagenicity of aristolochic acid I and aristolochic acid II in the gpt delta transgenic mouse kidney,https://www.sciencedirect.com/science/article/pii/S1383571811003871,39,"https://scholar.google.com/scholar?cites=15195930982420241967&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:L96CjrfK4tIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… mutant frequency of gpt gene induced by AAI and AAII in the kidney of gpt delta mice, … gpt gene in the kidney of the vehicle control group was 2.37 × 10 −6 . The mutant frequency of gpt …",5,"https://scholar.google.com/scholar?cluster=15195930982420241967&hl=en&as_sdt=0,5",k0DfWhST
Gpt-3 vs object oriented programming assignments: An experience report,https://dl.acm.org/doi/abs/10.1145/3587102.3588814,7,"https://scholar.google.com/scholar?cites=5774124949572651782&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT-3’s competence level. Afterwards, we present a detailed log of one of our interactions with GPT… GPT-3, as well as some recommendations for other teachers. Finally, we discuss the …",no_versions_number,no_all_versions_link,EG0nOhg3
A critical appraisal of equity in conversational AI: Evidence from auditing GPT-3's dialogues with different publics on climate change and Black Lives Matter,https://arxiv.org/abs/2209.13627,7,"https://scholar.google.com/scholar?cites=4213599819179123554&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:YmPS_7W2eToJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… auditing study to examine how GPT-3 responded to different … of over 20,000 rounds of dialogues between GPT-3 and 3290 … We found a substantively worse user experience with GPT-3 …",2,"https://scholar.google.com/scholar?cluster=4213599819179123554&hl=en&as_sdt=0,5",56JNuyCY
Suspicion-agent: Playing imperfect information games with theory of mind aware gpt-4,https://arxiv.org/abs/2309.17277,2,"https://scholar.google.com/scholar?cites=3248340297058572816&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… of GPT-4’s learned knowledge for imperfect information games. To achieve this, we introduce Suspicion-Agent , an innovative agent that leverages GPT… -Agent based on GPT-4 displays …",no_versions_number,no_all_versions_link,eNjA56qK
In vitro rumen methane output of grasses and grass silages differing in fermentation characteristics using the gas‐production technique (GPT),https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2494.2012.00894.x,40,"https://scholar.google.com/scholar?cites=757215062979589802&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:qjZ5fxYrggoJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",The chemical composition of silage consumed by cattle can influence the subsequent rumen microbial fermentation patterns and methane ( CH 4 ) emissions. The objectives of this …,5,"https://scholar.google.com/scholar?cluster=757215062979589802&hl=en&as_sdt=0,5",uqaRAf4X
A brief review of ChatGPT: Its value and the underlying GPT technology,https://www.researchgate.net/profile/Brady-Lund/publication/366809571_A_Brief_Review_of_ChatGPT_Its_Value_and_the_Underlying_GPT_Technology/links/64986a2b8de7ed28ba56a253/A-Brief-Review-of-ChatGPT-Its-Value-and-the-Underlying-GPT-Technology.pdf,7,"https://scholar.google.com/scholar?cites=4254424566458963697&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:8VZ7L5rACjsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","In this review paper, ChatGPT, a public tool developed by OpenAI that utilizes GPT technology to fulfill a range of text-based requests is examined. ChatGPT is a sophisticated chatbot …",no_versions_number,no_all_versions_link,V6rqvk2g
Evaluating GPT-3.5 and GPT-4 Models on Brazilian University Admission Exams,https://arxiv.org/abs/2303.17003,12,"https://scholar.google.com/scholar?cites=9806152291345829060&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:xAwNw41zFogJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… This work analyzed responses generated by GPT-3.5 and GPT-4 models for questions … model, GPT-4 with CoT, achieved an accuracy of 87%, largely surpassing GPT-3.5 by 11 …",2,"https://scholar.google.com/scholar?cluster=9806152291345829060&hl=en&as_sdt=0,5",Dp0KVMgo
Supporting Qualitative Analysis with Large Language Models: Combining Codebook with GPT-3 for Deductive Coding,https://dl.acm.org/doi/abs/10.1145/3581754.3584136,24,"https://scholar.google.com/scholar?cites=7385745404864044650&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:ah5lelBwf2YJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… We computed two sets of Cohen’s Kappa, between GPT-3 with the … GPT-3 with an expert-developed codebook for deductive coding. When analyzing curiosity-driven questions, our …",4,"https://scholar.google.com/scholar?cluster=7385745404864044650&hl=en&as_sdt=0,5",u58rWP2L
GPT-4 vs. GPT-3.5: A concise showdown,https://www.preprints.org/manuscript/202303.0422,22,"https://scholar.google.com/scholar?cites=13393916648023484364&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:zGehNDrA4LkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… , GPT-4, has emerged, showing off a wealth of novel features. In this concise paper, we elucidate the capabilities of GPT4 … results reported by OpenAI on GPT-4 across various Natural …",4,"https://scholar.google.com/scholar?cluster=13393916648023484364&hl=en&as_sdt=0,5",6IYhtrnO
On the use of GPT-4 for creating goal models: an exploratory study,https://ieeexplore.ieee.org/abstract/document/10260905/,4,"https://scholar.google.com/scholar?cites=16626220256852683243&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… We first explore GPT-4’s current knowledge and mastering of a specific … GPT-4 preserves considerable knowledge on goal modeling, and although many elements generated by GPT-4 …",5,"https://scholar.google.com/scholar?cluster=16626220256852683243&hl=en&as_sdt=0,5",qhjrlkEc
Thus spoke GPT-3: Interviewing a large-language model on climate finance,https://www.sciencedirect.com/science/article/pii/S1544612322007930,14,"https://scholar.google.com/scholar?cites=5736583955795168897&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:gU5gzbZwnE8J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","This paper is an interview with a Large Language Model (LLM), namely GPT-3, on the issues of climate change. The interview should give some insights into the current capabilities of …",4,"https://scholar.google.com/scholar?cluster=5736583955795168897&hl=en&as_sdt=0,5",0gnzrFXV
"Tablegpt: Towards unifying tables, nature language and commands into one gpt",https://arxiv.org/abs/2307.08674,2,"https://scholar.google.com/scholar?cites=5143226955427257289&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"Tables are prevalent in real-world databases, requiring significant time and effort for humans to analyze and manipulate. The advancements in large language models (LLMs) have …",2,"https://scholar.google.com/scholar?cluster=5143226955427257289&hl=en&as_sdt=0,5",k6hpY7WV
Evaluation of GPT-3.5 and GPT-4 for supporting real-world information needs in healthcare delivery,https://arxiv.org/abs/2304.13714,14,"https://scholar.google.com/scholar?cites=1052635125048435898&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:umScshG2mw4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT-3.5 to 13 for GPT-4, with a corresponding reduction in disagreements from 20 for GPT-3.5 to 15 for GPT… to be assessed also decreased from 9 for GPT-3.5 to 3 for GPT-4. The Fleiss …",2,"https://scholar.google.com/scholar?cluster=1052635125048435898&hl=en&as_sdt=0,5",hI4Eb7eC
Gpt can solve mathematical problems without a calculator,https://arxiv.org/abs/2309.03241,2,"https://scholar.google.com/scholar?cites=5126656348861499364&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… across diverse NLP tasks, GPT-4 might not exhibit the same … compared to leading LLMs such as GPT-4 (See Figure 1). … even the most robust LLMs like GPT-4. Specifically, MathGLM …",no_versions_number,no_all_versions_link,n2hgeZBF
Radiology-GPT: A Large Language Model for Radiology,https://arxiv.org/abs/2306.08666,19,"https://scholar.google.com/scholar?cites=8477116363762665267&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:M4e5TWvEpHUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","We introduce Radiology-GPT, a large language model for radiology. Using an instruction tuning approach on an extensive dataset of radiology domain knowledge, Radiology-GPT …",2,"https://scholar.google.com/scholar?cluster=8477116363762665267&hl=en&as_sdt=0,5",bdKB5qSG
CodexDB: Generating Code for Processing SQL Queries using GPT-3 Codex,https://arxiv.org/abs/2204.08941,13,"https://scholar.google.com/scholar?cites=15113473242384593206&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:NnG03tbXvdEJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… of the Codex variant of GPT-3 [2, 14]. The primary difference between GPT-3 Codex and the original GPT-3 model lies in the data used for pre-training. GPT-3 Codex is trained on code …",2,"https://scholar.google.com/scholar?cluster=15113473242384593206&hl=en&as_sdt=0,5",GObluUni
A Comprehensive Evaluation of GPT-4V on Knowledge-Intensive Visual Question Answering,https://arxiv.org/abs/2311.07536,1,"https://scholar.google.com/scholar?cites=16123509318531134236&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT-4V achieves SOTA performance on above three tasks. Interestingly, we find that: a) GPT… images as few-shot; b) GPT-4V produces severe hallucinations when dealing with world …",2,"https://scholar.google.com/scholar?cluster=16123509318531134236&hl=en&as_sdt=0,5",0o6BFaDk
Can chat GPT replace the role of the teacher in the classroom: A fundamental analysis,https://www.jonedu.org/index.php/joe/article/view/2745,37,"https://scholar.google.com/scholar?cites=8190134587652103800&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:eN6kpwM0qXEJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","The background of this study relates to an exploration of the role of technology in the classroom learning process, especially in terms of shifting the role of the teacher as the main …",3,"https://scholar.google.com/scholar?cluster=8190134587652103800&hl=en&as_sdt=0,5",dsA83Euv
Evaluation of GPT and BERT-based models on identifying protein-protein interactions in biomedical text,https://arxiv.org/abs/2303.17728,7,"https://scholar.google.com/scholar?cites=16605240262495655519&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:X1YRWAqqceYJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… of various GPT and … , GPT-4 achieved comparable performance to the best BERT models with 83.34% precision, 76.57% recall, and 79.18% F1-score. These findings suggest that GPT …",2,"https://scholar.google.com/scholar?cluster=16605240262495655519&hl=en&as_sdt=0,5",YtPGMuUr
ChatGPT/GPT-4: enabling a new era of surgical oncology,https://journals.lww.com/international-journal-of-surgery/fulltext/2023/08000/chatgpt_gpt_4__enabling_a_new_era_of_surgical.46.aspx,5,"https://scholar.google.com/scholar?cites=4362463489869769577&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:aWtMQ26VijwJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… the potential applications of ChatGPT/GPT-4 in multiple fields 3–4 . For … GPT-4 in surgical oncology. In view of this, the present study discusses the potential application of ChatGPT/GPT…",no_versions_number,no_all_versions_link,o1Abvjdt
Abstractive Summarization of Large Document Collections Using GPT,https://arxiv.org/abs/2310.05690,2,"https://scholar.google.com/scholar?cites=13319146840320506803&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… We considered testing GPT directly, but GPT-3 and GPT-4 have a limit of 4,096 … of GPT-4 claims to increase this limit to 32,767 terms, but as of our testing, neither the GPT-4 nor the GPT-…",2,"https://scholar.google.com/scholar?cluster=13319146840320506803&hl=en&as_sdt=0,5",x2BPSQM1
Static malware detection using stacked BiLSTM and GPT-2,https://ieeexplore.ieee.org/abstract/document/9785789/,9,"https://scholar.google.com/scholar?cites=4610722762985073045&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:lWmIneyT_D8J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… , we introduced the special tokens of GPT-2 to the tokenizer. Since the last token of the input sequence contained all the information required in the prediction in GPT-2, we set the …",3,"https://scholar.google.com/scholar?cluster=4610722762985073045&hl=en&as_sdt=0,5",JGmzDCkE
"Performance evaluation of ChatGPT, GPT-4, and Bard on the official board examination of the Japan Radiology Society",https://link.springer.com/article/10.1007/s11604-023-01491-2,2,"https://scholar.google.com/scholar?cites=2761529478196325699&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"Purpose Herein, we assessed the accuracy of large language models (LLMs) in generating responses to questions in clinical radiology practice. We compared the performance of …",5,"https://scholar.google.com/scholar?cluster=2761529478196325699&hl=en&as_sdt=0,5",waQj8cdW
Adavae: Exploring adaptive GPT-2s in variational auto-encoders for language modeling,https://arxiv.org/abs/2205.05862,4,"https://scholar.google.com/scholar?cites=15608275996432599686&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:hgqfk1K8m9gJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… the first VAE framework empowered with adaptive GPT-2s (ADAVAE). Different from existing systems, we unify both the encoder&decoder of the VAE model using GPT-2s with adaptive …",2,"https://scholar.google.com/scholar?cluster=15608275996432599686&hl=en&as_sdt=0,5",zC6DZq91
A New Approach to Web Application Security: Utilizing GPT Language Models for Source Code Inspection,https://www.mdpi.com/1999-5903/15/10/326,1,"https://scholar.google.com/scholar?cites=8312921988878872824&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… With the GPT API, we have explored a new aspect of this: … However, we believed that the interpretive capabilities of GPT … in similarly complex areas using GPT or other LLMs. Then, we …",5,"https://scholar.google.com/scholar?cluster=8312921988878872824&hl=en&as_sdt=0,5",SbFt6NMh
Table-GPT: Table-tuned GPT for Diverse Table Tasks,https://arxiv.org/abs/2310.09263,1,"https://scholar.google.com/scholar?cites=14504139471206275674&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT models demonstrate (1) better \emph{table-understanding} capabilities, by consistently outperforming the vanilla GPT… new table-tasks, in a manner similar to GPT-3.5 and ChatGPT. …",no_versions_number,no_all_versions_link,Tpz1IqUL
